username,password,email,firstName,lastName,birthday,about
20130495,20130495,20130495@student.hust.edu.vn,Thạch Thi,Khuyên,1993-02-25,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130496,20130496,20130496@student.hust.edu.vn,Phi Khôi,Nhiên,1994-12-03,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130497,20130497,20130497@student.hust.edu.vn,Đoàn Hiền,Trà,1993-10-29,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130498,20130498,20130498@student.hust.edu.vn,Kiều Mổ,Hào,1993-01-17,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130499,20130499,20130499@student.hust.edu.vn,Châu Đình,Thành,1994-03-10,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130500,20130500,20130500@student.hust.edu.vn,Khưu Hoa,Kim,1995-07-07,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130501,20130501,20130501@student.hust.edu.vn,Tông Phan,Hoán,1994-02-27,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130502,20130502,20130502@student.hust.edu.vn,Bành Thuận,Nguyên,1993-11-10,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130503,20130503,20130503@student.hust.edu.vn,Cao San,Tiếu,1994-02-10,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130504,20130504,20130504@student.hust.edu.vn,Nhiệm Lục,Huyên,1993-02-19,Class: Hệ thống thông tin quản lý \nInstitute: Viện Toán ứng dụng và Tin học
20130505,20130505,20130505@student.hust.edu.vn,Nhữ Đôn,Nhung,1994-11-14,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130506,20130506,20130506@student.hust.edu.vn,Đan Sinh,Bắc,1995-04-30,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130507,20130507,20130507@student.hust.edu.vn,Vi Vang,Thời,1994-12-30,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130508,20130508,20130508@student.hust.edu.vn,Nghiêm Nhạn,Quyền,1995-11-13,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130509,20130509,20130509@student.hust.edu.vn,Lư Thích,Đậu,1993-05-22,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130510,20130510,20130510@student.hust.edu.vn,Chế Nhân,Khiêm,1993-04-21,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130511,20130511,20130511@student.hust.edu.vn,Tiêu Tượng,Tú,1994-10-08,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130512,20130512,20130512@student.hust.edu.vn,Điền Trà,Trinh,1994-03-23,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130513,20130513,20130513@student.hust.edu.vn,Danh Nha,Minh,1993-10-22,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130514,20130514,20130514@student.hust.edu.vn,Lâm Hữu,Giang,1993-12-11,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130515,20130515,20130515@student.hust.edu.vn,Phí Chí,Dưỡng,1993-04-20,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130516,20130516,20130516@student.hust.edu.vn,Châu Mộc,Phát,1995-12-01,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130517,20130517,20130517@student.hust.edu.vn,Dã Tuyên,Ngân,1993-06-10,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130518,20130518,20130518@student.hust.edu.vn,Nhâm Huỳnh,Vành,1994-07-17,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130519,20130519,20130519@student.hust.edu.vn,Cù Ẩn,Tuân,1994-07-24,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130520,20130520,20130520@student.hust.edu.vn,Biện Quảng,Khải,1994-02-06,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130521,20130521,20130521@student.hust.edu.vn,Ca Tư,Thánh,1995-03-04,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130522,20130522,20130522@student.hust.edu.vn,Đàm Lưu,Huệ,1993-01-08,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130523,20130523,20130523@student.hust.edu.vn,An Duy,Quân,1994-12-27,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130524,20130524,20130524@student.hust.edu.vn,Lữ Trịnh,Nghĩa,1993-02-06,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130525,20130525,20130525@student.hust.edu.vn,Hồng Mộc,Điểm,1994-11-24,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130526,20130526,20130526@student.hust.edu.vn,Tiêu Tây,Phi,1993-04-08,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130527,20130527,20130527@student.hust.edu.vn,Trình Dũng,Thu,1994-01-03,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130528,20130528,20130528@student.hust.edu.vn,Biện Bỉ,Châu,1994-04-03,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130529,20130529,20130529@student.hust.edu.vn,Từ Bảo,Chung,1994-09-06,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130530,20130530,20130530@student.hust.edu.vn,Mã Kiến,Tắc,1995-07-03,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130531,20130531,20130531@student.hust.edu.vn,Trưng Trà,Hưng,1993-04-15,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130532,20130532,20130532@student.hust.edu.vn,Hồng Nghĩa,Phi,1995-07-25,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130533,20130533,20130533@student.hust.edu.vn,Yên Hằng,Lợi,1993-04-27,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130534,20130534,20130534@student.hust.edu.vn,Thôi Hảo,Phan,1994-07-16,Class: Kỹ thuật điện \nInstitute: Viện Điện
20130535,20130535,20130535@student.hust.edu.vn,Mã Ấn,Âu,1993-04-08,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130536,20130536,20130536@student.hust.edu.vn,Đồng Cửu,Hậu,1994-03-20,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130537,20130537,20130537@student.hust.edu.vn,Quản Mộc,Nhiên,1995-04-22,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130538,20130538,20130538@student.hust.edu.vn,Khuất Cường,Chúng,1994-12-17,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130539,20130539,20130539@student.hust.edu.vn,Đơn Tùng,La,1995-04-17,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130540,20130540,20130540@student.hust.edu.vn,Bạc Quỳnh,Minh,1995-01-20,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130541,20130541,20130541@student.hust.edu.vn,Hà Trịnh,Phượng,1994-11-08,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130542,20130542,20130542@student.hust.edu.vn,Doãn Thất,Cương,1993-03-24,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130543,20130543,20130543@student.hust.edu.vn,Từ Thể,Lã,1994-08-28,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130544,20130544,20130544@student.hust.edu.vn,An Chí,Thao,1994-03-31,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130545,20130545,20130545@student.hust.edu.vn,Vi Nghĩa,Chành,1993-10-21,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130546,20130546,20130546@student.hust.edu.vn,Ánh Lĩnh,Định,1993-08-06,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130547,20130547,20130547@student.hust.edu.vn,Lưu Bạch,Hóa,1995-03-28,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130548,20130548,20130548@student.hust.edu.vn,Nhiệm Hoàn,Kỳ,1994-10-12,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130549,20130549,20130549@student.hust.edu.vn,Ấu Chuẩn,Hảo,1993-03-02,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130550,20130550,20130550@student.hust.edu.vn,Lương Hà,Thể,1993-03-28,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130551,20130551,20130551@student.hust.edu.vn,Đường Mạc,Uyên,1994-06-26,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130552,20130552,20130552@student.hust.edu.vn,Phùng Trâm,Trân,1995-04-14,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130553,20130553,20130553@student.hust.edu.vn,Doãn Mạc,Kiên,1994-06-27,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130554,20130554,20130554@student.hust.edu.vn,Âu Mổ,Hường,1993-02-01,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130555,20130555,20130555@student.hust.edu.vn,Tôn Kiệt,Ngô,1993-05-06,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130556,20130556,20130556@student.hust.edu.vn,Lục Diệu,Ty,1994-02-20,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130557,20130557,20130557@student.hust.edu.vn,Âu Quy,Trầm,1994-11-14,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130558,20130558,20130558@student.hust.edu.vn,Lưu Tế,Hảo,1994-01-04,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130559,20130559,20130559@student.hust.edu.vn,Lại Trình,Dung,1994-03-29,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130560,20130560,20130560@student.hust.edu.vn,Trà Lợi,Trần,1994-08-08,Class: CN-Công nghệ kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130561,20130561,20130561@student.hust.edu.vn,Hà Nhẫn,Đích,1994-04-27,Class: CN-Công nghệ chế tạo máy \nInstitute: Viện cơ khí
20130562,20130562,20130562@student.hust.edu.vn,Thái Trị,Tào,1993-09-29,Class: Kỹ thuật nhiệt \nInstitute: Viện Khoa học và Công nghệ Nhiệt Lạnh
20130563,20130563,20130563@student.hust.edu.vn,Phương Mịch,Như,1994-03-09,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130564,20130564,20130564@student.hust.edu.vn,Lô Khuất,Lân,1993-11-20,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130565,20130565,20130565@student.hust.edu.vn,Đồng Phí,Bé,1993-01-07,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130566,20130566,20130566@student.hust.edu.vn,Đoàn Hoạn,Giáp,1995-03-17,Class: Toán-Tin \nInstitute: Viện Toán ứng dụng và Tin học
20130567,20130567,20130567@student.hust.edu.vn,Giáp Phù,Lĩnh,1993-11-26,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130568,20130568,20130568@student.hust.edu.vn,Khúc Hiền,Tuất,1995-04-08,Class: Toán-Tin \nInstitute: Viện Toán ứng dụng và Tin học
20130569,20130569,20130569@student.hust.edu.vn,Văn Huyên,Đỗ,1993-09-04,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130570,20130570,20130570@student.hust.edu.vn,Đàm Trung,Tổ,1995-01-31,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130571,20130571,20130571@student.hust.edu.vn,Hà Vân,Cao,1993-08-11,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130572,20130572,20130572@student.hust.edu.vn,Tòng Thi,Lục,1994-06-24,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130573,20130573,20130573@student.hust.edu.vn,Phi Lệ,Nhã,1995-04-02,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130574,20130574,20130574@student.hust.edu.vn,Cái Hồ,Hường,1995-07-04,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130575,20130575,20130575@student.hust.edu.vn,Phó Sư,Tá,1995-04-01,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130576,20130576,20130576@student.hust.edu.vn,Trình Dũng,Phú,1994-12-11,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130577,20130577,20130577@student.hust.edu.vn,Đường Song,Tường,1994-05-13,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130578,20130578,20130578@student.hust.edu.vn,Đơn Bối,Tuyên,1993-09-29,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130579,20130579,20130579@student.hust.edu.vn,Mai Hứa,Miên,1995-04-18,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130580,20130580,20130580@student.hust.edu.vn,Giả Chanh,Á,1994-04-20,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130581,20130581,20130581@student.hust.edu.vn,Cung Sơn,Huân,1994-01-12,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130582,20130582,20130582@student.hust.edu.vn,Từ Thời,Khôi,1995-03-25,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130583,20130583,20130583@student.hust.edu.vn,Bành Trinh,Thoa,1994-02-01,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130584,20130584,20130584@student.hust.edu.vn,Đoàn Thăng,Hoán,1994-06-12,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130585,20130585,20130585@student.hust.edu.vn,Cát Tiểu,Tế,1994-01-08,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130586,20130586,20130586@student.hust.edu.vn,Cát Vạn,Kỳ,1994-01-01,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130587,20130587,20130587@student.hust.edu.vn,Chung Chí,Hào,1994-01-29,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130588,20130588,20130588@student.hust.edu.vn,Viên Tân,Cửu,1993-03-27,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130589,20130589,20130589@student.hust.edu.vn,Nhiệm Tùng,Bách,1994-03-13,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130590,20130590,20130590@student.hust.edu.vn,Bạc Tú,Bằng,1995-02-17,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130591,20130591,20130591@student.hust.edu.vn,Danh Lại,Huy,1995-05-06,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130592,20130592,20130592@student.hust.edu.vn,Châu Thể,Học,1994-04-19,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130593,20130593,20130593@student.hust.edu.vn,Vi Đào,Trung,1993-09-21,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130594,20130594,20130594@student.hust.edu.vn,Cấn Khoa,Lục,1993-09-09,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130595,20130595,20130595@student.hust.edu.vn,Nghiêm Danh,Huân,1993-09-25,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130596,20130596,20130596@student.hust.edu.vn,Nhữ Á,Trà,1994-02-09,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130597,20130597,20130597@student.hust.edu.vn,Mã Quan,Minh,1995-01-16,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130598,20130598,20130598@student.hust.edu.vn,Trương Hữu,Uyên,1993-10-09,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130599,20130599,20130599@student.hust.edu.vn,Nghiêm Lành,Tắc,1994-03-25,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130600,20130600,20130600@student.hust.edu.vn,Ma Hằng,Thổ,1994-08-07,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130601,20130601,20130601@student.hust.edu.vn,Nhữ Thoa,Tài,1995-09-10,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130602,20130602,20130602@student.hust.edu.vn,Bồ Tăng,Khiểm,1995-12-20,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130603,20130603,20130603@student.hust.edu.vn,Bá Tuyền,Đinh,1994-02-07,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130604,20130604,20130604@student.hust.edu.vn,Thân Doanh,Khải,1994-01-30,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130605,20130605,20130605@student.hust.edu.vn,Cam Hạ,Sỹ,1995-08-18,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130606,20130606,20130606@student.hust.edu.vn,Lữ Sỹ,Luyện,1993-01-02,Class: CN-Công nghệ chế tạo máy \nInstitute: Viện cơ khí
20130607,20130607,20130607@student.hust.edu.vn,Âu Liên,Kiều,1993-01-13,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130608,20130608,20130608@student.hust.edu.vn,Cù Đắc,Á,1994-12-24,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130609,20130609,20130609@student.hust.edu.vn,Đinh Thoại,Phát,1993-11-02,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130610,20130610,20130610@student.hust.edu.vn,Vi Gấm,Trịnh,1994-05-26,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130611,20130611,20130611@student.hust.edu.vn,Châu Khuất,Cảnh,1995-10-10,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130612,20130612,20130612@student.hust.edu.vn,Âu Nông,Bạch,1994-02-16,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130613,20130613,20130613@student.hust.edu.vn,Lô Khải,Tăng,1994-09-18,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130614,20130614,20130614@student.hust.edu.vn,Châu Tú,Doanh,1995-12-09,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130615,20130615,20130615@student.hust.edu.vn,Nhâm Thánh,Ngô,1993-07-28,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130616,20130616,20130616@student.hust.edu.vn,Lại Thái,Thăng,1995-02-03,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130617,20130617,20130617@student.hust.edu.vn,Phó Vân,Tử,1995-08-28,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130618,20130618,20130618@student.hust.edu.vn,Giang Tế,Hào,1995-09-28,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130619,20130619,20130619@student.hust.edu.vn,Thi Nhanh,San,1995-11-13,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130620,20130620,20130620@student.hust.edu.vn,Chung Phong,Nội,1995-01-06,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130621,20130621,20130621@student.hust.edu.vn,Ca Đường,Uyên,1994-02-17,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130622,20130622,20130622@student.hust.edu.vn,Hình Tượng,Huyền,1993-09-02,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130623,20130623,20130623@student.hust.edu.vn,Khổng Khái,Tịnh,1994-01-27,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130624,20130624,20130624@student.hust.edu.vn,Trịnh Lệ,Đăng,1994-07-19,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130625,20130625,20130625@student.hust.edu.vn,Nhiệm Mịch,Mộc,1995-09-27,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130626,20130626,20130626@student.hust.edu.vn,Dã Điện,Thanh,1995-04-24,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130627,20130627,20130627@student.hust.edu.vn,Văn Nữ,Miên,1993-10-04,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130628,20130628,20130628@student.hust.edu.vn,Kiều Biên,Chanh,1994-07-24,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130629,20130629,20130629@student.hust.edu.vn,Khổng Điềm,Bạch,1994-10-10,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130630,20130630,20130630@student.hust.edu.vn,Bá Song,Thịnh,1994-02-20,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130631,20130631,20130631@student.hust.edu.vn,Doãn Tuân,Dạ,1995-11-26,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130632,20130632,20130632@student.hust.edu.vn,Hứa Huy,Trà,1993-08-05,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130633,20130633,20130633@student.hust.edu.vn,Đồng Nguyệt,Đảm,1995-07-07,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130634,20130634,20130634@student.hust.edu.vn,Khưu Chi,Sang,1993-09-12,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130635,20130635,20130635@student.hust.edu.vn,Thạch Hạ,Hảo,1994-08-10,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130636,20130636,20130636@student.hust.edu.vn,Bế Trương,Trang,1994-01-23,Class: Kỹ thuật điện \nInstitute: Viện Điện
20130637,20130637,20130637@student.hust.edu.vn,Trịnh Thừa,Điện,1994-02-15,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130638,20130638,20130638@student.hust.edu.vn,Đan Thoại,Khuyên,1993-01-02,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130639,20130639,20130639@student.hust.edu.vn,Cái Mến,Ngân,1994-10-26,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130640,20130640,20130640@student.hust.edu.vn,Ma Dục,Hạ,1994-01-06,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130641,20130641,20130641@student.hust.edu.vn,Biện Miên,Bỉ,1993-12-20,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130642,20130642,20130642@student.hust.edu.vn,Nhậm Tuyết,Hàn,1995-02-05,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130643,20130643,20130643@student.hust.edu.vn,Nhâm Trà,Lộc,1995-05-25,Class: CN-Công nghệ kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130644,20130644,20130644@student.hust.edu.vn,Bảo Phù,Chấn,1995-10-19,Class: Toán-Tin \nInstitute: Viện Toán ứng dụng và Tin học
20130645,20130645,20130645@student.hust.edu.vn,Trưng Liên,Trường,1995-05-10,Class: CN-Công nghệ kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130646,20130646,20130646@student.hust.edu.vn,Chương Thời,Hoan,1994-03-21,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130647,20130647,20130647@student.hust.edu.vn,Cao Khái,Nhàn,1995-08-02,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130648,20130648,20130648@student.hust.edu.vn,Tào Hân,Thúy,1993-10-13,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130649,20130649,20130649@student.hust.edu.vn,Lâm Phỉ,Tú,1993-02-13,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130650,20130650,20130650@student.hust.edu.vn,Cái Kim,Nhanh,1994-08-23,Class: Công nghệ may \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130651,20130651,20130651@student.hust.edu.vn,Lô Á,Anh,1994-06-15,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130652,20130652,20130652@student.hust.edu.vn,Ca Lực,Hạnh,1995-04-21,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130653,20130653,20130653@student.hust.edu.vn,Bạc Thoa,Hiền,1993-11-26,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130654,20130654,20130654@student.hust.edu.vn,Khu Thiêm,Cung,1995-03-20,Class: Công nghệ may \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130655,20130655,20130655@student.hust.edu.vn,Hàn Bằng,Thu,1993-06-21,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130656,20130656,20130656@student.hust.edu.vn,Cam Tuất,Khang,1995-01-09,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130657,20130657,20130657@student.hust.edu.vn,Nhâm Huỳnh,Mộc,1994-11-24,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130658,20130658,20130658@student.hust.edu.vn,Chung Mạch,Ân,1995-07-23,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
